,Reviews,Rating
96069,,1.0
96070,,1.0
96071,Such a great place A super champagne bar 🥂 🍾,1.0
96072,,1.0
96073,Very nice pastries and sandwiches,1.0
96074,Authentic Neapolitan Cuisine,1.0
96075,,1.0
96076,,1.0
96077,Adresse inévitable Really nice parisian winery,1.0
96078,Best traditional Peruvian Food in Paris,1.0
96079,Real Thai food not too spicy Thai experience in Paris,1.0
96081,Good Salad Hub Good salad take away,1.0
96082,,1.0
96083,Nice local market Really good surprise,1.0
96086,Great atmosphere and drinks,1.0
96089,Jewel in Montmartre Elegant and special experience hidden away,1.0
96090,Eat here Not good at all,1.0
96092,The time machine,1.0
96093,I Love This Place Best Cesar Salad in Paris,1.0
96094,Best salad bar in Paris The best salad bar in Paris,1.0
96095,Wonderful evening Exploring the French Gastronomy from the E,1.0
96096,Busy & Atmospheric Excellent service and food,1.0
96097,Good pasta & responsible price Good place,1.0
96098,Great onion soup,1.0
96099,,1.0
96100,Great little restaurant good for vegetari Great falafel plate,1.0
96101,The rendez vous when you shop to this mark Quick quality lunch in tiny restaurant wit,1.0
96102,Lovely island Good food and friendly service,1.0
96104,Exceptionally professional staff outstand Plenty of vegan options,1.0
96105,Sport and music bar with a difference,1.0
96106,Table for One Classic Parisian,1.0
96107,,1.0
96109,,1.0
96110,Great food great experience  A neighborhood treasure worth the trip,1.0
96111,FIrst meal after a red eye from Charles De Just great Pizza and Service,1.0
96112,,1.0
96113,Great find close walk from the Louvre Best accident of our trip,1.0
96114,The perfect Parisian lunch friendly place,1.0
96115,Nice little sport for a quick lunch Stop off for an aperitif if youre at the,1.0
96116,Marvelous Soups Yummy food pleasant service,1.0
96118,Best chicken Seriously Good,1.0
96120,Brilliant cocktails,1.0
96121,Boulangerie Patisserie Extraordinaire,1.0
96122,Great Great breakfast,1.0
96123,,1.0
96124,excellent kosher steak restaurant Gorgeous presentation,1.0
96125,Nice little restaurant with good service Great little place,1.0
96126,tasty and affordable Japanese food in Pari,1.0
96127,Good place for buffet Nothing was less than Excellent ,1.0
96128,LEscale du Liban Great Lebanese food period,1.0
96129,Vegetarians  Horrible owner,1.0
96131,Nice light chick lunch More staff is needed,1.0
96132,Busy but good Great server,1.0
96133,,1.0
96134,Original Couscous Excellent Moroccan cuisine,1.0
96135,Mom and Pop Sushi Affordable and Delicious,1.0
96136,,1.0
96137,,1.0
96138,Nice terrace Nice meal,1.0
96139,Good local food A fantastic place,1.0
96140,Reasonable French Meal Have the Cafe Gourmand,1.0
96141,Great Simple Lebanese Fare,1.0
96142,Cheap fast and tasty The best Vietnamese Sandwich in Belleville,1.0
96143,Lovely little cafe to stop by Euro 2016,1.0
96144,,1.0
96145,Delicious but a bit expensive Expensive but truly delicious,1.0
96146,Cheap and tasty Yummy yum,1.0
96147,,1.0
96148,Italian gelateria Charming home made amazing italien place,1.0
96149,Ok location One night in Paris,1.0
96150,Nice relaxed Vietnamese restaurant Delicious food in casual atmosphere,1.0
96151,,1.0
96152,,1.0
96153,Simple and homely Thai food Lovely,1.0
96154,An oasis of relaxation in the heart of Par Memorable for both the hosts and the meal,1.0
96156,Popular local brasserie Best omlette Ive ever had,1.0
96157,Afternoon wine and cheese Typical French Lunch Restaurant,1.0
96158,,1.0
96159,,1.0
96161,Outstanding food and value Favorite chicken and chips in Paris,1.0
96163,Excellents products,1.0
96164,Lovely dinner Enjoyed the Parisian feel,1.0
96165,A Wonderful Gem on a Quiet Street,1.0
96167,,1.0
96168,Great food good service Disappointed,1.0
96169,My favorite chilling out place,1.0
96170,Just awesome A must try in Paris,1.0
96171,Magnificent Intimate deli with unbelievable choiv=ce,1.0
96172,,1.0
96173,Great Authentic Sushi Good food for a good price with great serv,1.0
96174,Rum Banana Tart Corossol Marche des Enfants Rouge,1.0
96175,Probably my next lunch HQ Japanese food like in Japan,1.0
96177,Very good good italian food,1.0
96178,,1.0
96180,Consistently Good Price not valid,1.0
96181,Come as strangers leave as friends Best intimist Italian in Paris,1.0
96184,A nice place not overpriced for this area Very Good Lunch,1.0
96185,,1.0
96186,Crepes with milk rice Highly recommended place,1.0
96187,Ethiopian Dining in Pleasant Space,1.0
96188,Lovely Bistro Real parisian lunch in a cafe,1.0
96189,Great food and a bit weird - just the way As Onze-ieme as youll have an experience,1.0
96190,Superb Good food and good servife,1.0
96191,A Great Atmospheric Local Bar,1.0
96192,Excellent Polish Fare Too expensive,1.0
96194,Really good houmous,1.0
96195,Great coffee  the best we had in Paris,1.0
96198,Definitely the worst meal we had during ou AMAZING,1.0
96199,a new dining experience Good place for lunch,1.0
96200,,1.0
96201,,1.0
96202,Paris charme Nice little bar in 3rd,1.0
96203,Late night craving HIT Decent hot dog,1.0
96204,,1.0
96206,Great little place for a quick freshly coo,1.0
96207,Celebrate in style You wont find better,1.0
96208,Stand-out Veggie Entrees,1.0
96210,Very good Small family restaurant,1.0
96211,Sunny cuisine Sunny,1.0
96212,Delicious breakfast,1.0
96213,Cheers Good place to stop for a drink,1.0
96214,Wonderful food excellent service nice canteen in paris,1.0
96215,,1.0
96216,Love the pho but everything is good Great place,1.0
96217,Very good,1.0
96218,,1.0
96219,For the love of Lamb,1.0
96220,A good place Great cocktails,1.0
96221,,1.0
96222,Super restaurent,1.0
96223,Nice fusion asian food,1.0
96224,,1.0
96225,,1.0
96227,Nice cocktails Great place,1.0
96228,,1.0
96231,Good straight Continental breakfast Nice neighborhood bistro - good choice for,1.0
96232,resturant taste of Paris,1.0
96234,Pleasant surprise just dropping in for lun,1.0
96235,Cozy place to drink Very ordinary no ambiance and they need t,1.0
96236,So good,1.0
96237,My idea of Chinese home cooking Excellent Food,1.0
96241,Good restaurant Amazing food,1.0
96242,A pleasant surprise Pleasant surprise in Paris,1.0
96243,Best kebab we had in this district Gread food and sympatic staff,1.0
96244,Great oysters at reasonable price,1.0
96246,Great Food Friendly Service Charming Pla Good food,1.0
96247,Wish they make bigger portions Great food,1.0
96248,Perfect Seafood and good wine Sweet setup and fresh petite menu in a cut,1.0
96252,Great lunch spot Nice place food and drinks part of stree,1.0
96253,Very nice Great Lunchtime Menus,1.0
96254,,1.0
96255,Nostalgia of eating at Grandmas house Genuine italian home cooking,1.0
96257,Had an excellent lunch Business Dinner,1.0
96258,Delicious authentic Sichuan / Chinese cuis Excellent chinese food,1.0
96259,Real ZEN Macrobiotique Japanese food 100 Good gut,1.0
96260,Dinner Late night dinner,1.0
96261,Not really good,1.0
96262,Delicious Amazing,1.0
96263,,1.0
96264,Delicious The best boulangerie weve tried in Paris,1.0
96266,Quick service and great food for lunch,1.0
96267,,1.0
96269,Good burgers A fresh take on the Fish-and-Chips,1.0
96272,,1.0
96273,Linguine alle vongole and cannolo to die f Consistently tasty and fresh Great servic,1.0
96274,,1.0
96276,,1.0
96278,Oui oui Steiner Bistro with locals,1.0
96281,Excellent quality food accompanied by well,1.0
96283,,1.0
96289,Reasonable prices good food Food was nice but there are too many dishe,1.0
96290,,1.0
96291,Short and Excellent Portuguese Delicatesse When you need a pasteis de nata in Paris,1.0
96292,Perfect Chinese food,1.0
96293,,1.0
96294,Excellent wraps 💙,1.0
96295,Good Thai food Not advised Ok but boring food and wrong,1.0
96296,wellcome Such a great coworking space,1.0
96297,Fairly good Inexpensive but the food is just average,1.0
96298,,1.0
96299,,1.0
96300,always fresh All great,1.0
96301,BEST STEAK EVER Nice local place,1.0
96302,A restaurant in a wine shop  you can bu A wine store gourmet products on sale lu,1.0
96304,Best one around Light fast tasty,1.0
96305,Brilliant for travellers short on cash,1.0
96307,So relaxing and fresh,1.0
96308,Fresh homemade lunch,1.0
96309,Great food good atmosphere best Indian i Delicious,1.0
96310,Vegan Asian fusion cantine,1.0
96312,Another find Friendly place,1.0
96314,Typical French Breakfast Refreshing and friendly sidewalk cafe,1.0
96315,A must see A Hidden Gem,1.0
96317,Great service Surprise find,1.0
96318,Decent Convenient and affordable,1.0
96319,wonderful tarts FAVORITE PLACE,1.0
96320,Fabulous Excellent sashimi great susi formidable,1.0
96321,A little island of tranquility in the 6me,1.0
96322,Great crepes to go Good Crepes,1.0
96323,,1.0
96324,Good service quick and good Quick and Good,1.0
96325,Quick and good Average + very good prices for the city ce,1.0
96326,Meeting Great venue for celebration,1.0
96328,Dinner with the Mayors Bad experience,1.0
96329,,1.0
96330,Lovely dose of Vietnamese food Nice ambiance in a lovely cuisine,1.0
96331,,1.0
96332,A good place to drink beer and eat Brasser,1.0
96337,A lovely oasis,1.0
96338,Great pizza in paris on a sunday,1.0
96339,Very original and good food Good value,1.0
96340,Friendy staf good food in good price Late Night Not So Great,1.0
96341,The staff was welcoming since Local eatery,1.0
96342,I love this place Let them eat great turkish food,1.0
96343,Walk away,1.0
96344,Good food reasonable prices Great small restaurant,1.0
96345,good food Its really a restaurant,1.0
96346,Nice little restaurant with excellent food,1.0
96347,Weekend stay,1.0
96348,A Hidden Gem Excellent food,1.0
96349,Small Portions Local chinese restaurant,1.0
96350,,1.0
96352,Best lasagna in town As good a Pizza as Rome,1.0
96354,,1.0
96357,VERY slow service A nice lunch and wine with locals,1.0
96358,Very good food Lovely food and service,1.0
96359,Typical French bistro Italian salad is an insult to Italian cook,1.0
96361,pretty nice Lovely little place for a platter and wine,1.0
96363,Great selection of tasty Greek food to tak Nothing sepcial here,1.0
96365,Excellent and gracious hospitality Great food and service,1.0
96366,Delicious food and great staff Delicious Korean food,1.0
96368,,1.0
96369,Delicious dinner Amazing take away,1.0
96370,nice quick meal by hotel Great Japanese Restaurant in Paris,1.0
96371,Yummy food in Basitlle,1.0
96372,Best bahn mi ever yum yum yum,1.0
96373,Good bakery The best,1.0
96374,Nice brunch nice people Very beautiful moment has Paris,1.0
96376,Typical Parisian Bistro Simple classic well done and reasonable,1.0
96379,Nice spot after a vist to the Catacombes Calm spot for nice lunch after Catacombs,1.0
96380,Feeling just like in the Dubai or Abu Dhab Great Takeout for a Picnic at the Eiffel T,1.0
96382,Great Cool bar with an underground touch,1.0
96383,Fine brasserie : food and service Super ,1.0
96384,Cool place,1.0
96385,,1.0
96386,,1.0
96387,Excellent fish and seafood restaurant,1.0
96388,Very average kebab - disappointingly overh,1.0
96389,Nice Service pleasant creperie,1.0
96390,Superb local Bistro in Le Marais area Very good food for the price,1.0
96391,,1.0
96392,Fresh sashimi very tasty brochettes fantastic,1.0
96393,My head quarter  Brilliant food,1.0
96395,good French cuisine in a welcoming setting What a fabulous find,1.0
96396,Highly Recommended,1.0
96398,Less oily delicious food  Fresh authentic and delicious,1.0
96399,We love chocolate,1.0
96400,,1.0
96401,Great steak Delicious Options,1.0
96402,Would like more saussage ? Wonderful pub with a great beer menu,1.0
96403,AWsome Bokits,1.0
96404,Great meal and excellent service,1.0
96405,,1.0
96406,Good food cool neighbourhood not at the same level as other restaurants,1.0
96407,,1.0
96408,Nice sun trap Not a lot of to go options,1.0
96409,Not the best welcoming Just right portions,1.0
96410,Cheap Beer and Good food Good cold draft beer,1.0
96411,Nice little restaurant Excellent coffee,1.0
96414,Beautiful love this place,1.0
96415,Nice cambodian dishes Nice little place,1.0
96416,Not too bad Excellent chinese restaurant,1.0
96417,nice food but smoke from outside not good In front of the generator paris,1.0
96418,An Irish Pub in Paris Nice bar and good people,1.0
96420,The best cocktails in Paris Hip Hop,1.0
96421,Quick feed great vibes Diner with family,1.0
96423,An attractive unpretentious small bistro,1.0
96424,Our memorable trip to Paris Very good sushi,1.0
96425,Surpricing - perfect Trés trés bon,1.0
96426,Perfect rendezvous in Paris My Favorite Cafe in the 7th,1.0
96427,Go visit Pere Lachaise in the morning go,1.0
96428,Gourmet French Dining Wonderful New Years Eve Dinner,1.0
96429,Best brunch ever Adorable fashion shop with a mini kitchen,1.0
96430,Perfect Small and quaint locals resturant,1.0
96431,Nothing special and expensive Meal right out of a coconut shell,1.0
96432,You said good beer?Wait Im coming Authentic craft beer supplier,1.0
96433,Great baguettes Exquisite pastry,1.0
96434,Not even averagepoor Our favorite Indian restaurant in Paris,1.0
96435,Average food ambiance Fantastic Food,1.0
96436,I do not recommend this dirty place Great place,1.0
96437,,1.0
96438,Great Find A must-visit Sunday experience at the Marc,1.0
96439,Great Citron Tagine Cheap and very good,1.0
96440,Delicious Lebanese food Well worth the v excellent,1.0
96442,Fantastic Rude,1.0
96443,Best ever Gourmet Cookies in Paris,1.0
96444,Closed on a Saturday evening Unexpectedly great place Eat here in Pari,1.0
96446,High Class Eats,1.0
96447,,1.0
96449,Great ambience,1.0
96451,,1.0
96452,,1.0
96453,Good place for a quick meal,1.0
96454,Great Food Great Service Délicieux,1.0
96455,Les Delicies de St Louis Compact but Invaluable,1.0
96456,Best Falafel in Paris Great hole in the wall gem in Paris,1.0
96457,5 star food 3 out of 10  very everage,1.0
96458,Decent Pizza - Great Atmosphere Gluten free pizza - always a treat but did,1.0
96459,Super nice place Fresh & Tasty,1.0
96460,Great soirée lattirail is an cafe located 75003 at par,1.0
96461,,1.0
96463,Baguette and Flan Abricot Ordinary Parisian Bakery,1.0
96464,Without taste and does not give back the c Delicious and Vegan friendly ,1.0
96465,Good value for a quick breakfast Breakfast with amazing pastries and tea,1.0
96467,more than dumplings Tofu salad,1.0
96469,Lunch on Sunday Excellent food great location and unexpec,1.0
96471,,1.0
96472,Nice food Great Value in Paris,1.0
96473,Great bistro,1.0
96474,,1.0
96475,Delicious food great prices The best Pho,1.0
96478,Wonderfull time Superp,1.0
96479,Super afternoon café and cheesecake Try to find a place to stay nearby,1.0
96480,,1.0
96482,Very expensive but good quality To avoid absolutely,1.0
96484,My hotel neighbour Delicious made-to-order all you can eat,1.0
96485,Delicious fresh and a great place to meet,1.0
96486,Quality home cooked pasta deli wonderful local eatery,1.0
96487,,1.0
96489,Great wee place European Excursion in Paris,1.0
96491,Not a fast early morning,1.0
96493,Tasty Vietnamese restaurant with amazing c,1.0
96494,,1.0
96496,Cozy French Bistro Pleasantly surprised,1.0
96497,Great location and delicious place to eat Fantastic Chocolat Chaud,1.0
96498,Fantastic experience,1.0
96499,Authentic Banh Mi in Belleville Big and tasty sandwich,1.0
96500,Go to Horrible,1.0
96502,Good food with good service Excellent Food,1.0
96505,Cheap and delicious vietnamese food Best pho in the area,1.0
96506,,1.0
96507,Go and have a beer,1.0
96508,,1.0
96509,Authentic Lebanese traditional sandwishes,1.0
96511,Must try,1.0
96512,Pleasant little bistros or a coffee or a b,1.0
96513,Fantastic place Irritated guy behind the counter,1.0
96514,Excellent frozen yogurt in a very nice loc,1.0
96515,Great Nan rolls Great service in a small family restaurant,1.0
96516,bon bistrot,1.0
96517,Japanese lunch pas Cher Authentic Japanese cuisine near the Invali,1.0
96518,here is where you eat good food Small Bistrot At Saint Dominique Street 7e,1.0
96519,expensive friendly staff Authentic Szechuan spicy foods,1.0
96520,Authentic Vietnamese cuisine,1.0
96521,Fortissimo,1.0
96522,Excellent vegan meal Super tofu place,1.0
96523,Enjoyable french food in Gare du Nord area Small bistro with tasteful food,1.0
96524,,1.0
96525,,1.0
96526,Used this as Takeaway after a busy day Nothing special,1.0
96527,At least they try expensive but good foods and wines,1.0
96528,GREAT MODERN CHINESE Gourmet Chinese food served with a Passion,1.0
96529,Ok,1.0
96532,Every visit is a memorable experience Great setting good food,1.0
96533,,1.0
96534,Unexpectedly Good Coleen Affonso,1.0
96535,Entra Aki,1.0
96536,,1.0
96537,,1.0
96538,Lovely Moroccan restaurant Good food nice ambiance,1.0
96539,First Time Escape the chains of the Gare du Nord and,1.0
96540,Coffee break for the day Creme Heaven,1.0
96542,Great quality and very affordable,1.0
96543,Strong jaw needed Taken advantage of,1.0
96546,Amazing food,1.0
96547,Discreet and calm restaurant in a busy str,1.0
96549,Delivered and superb,1.0
96551,,1.0
96552,Romantic is a cliche but a deserved titl PARIS 2014,1.0
96553,very good Thai restaurant Delicious real Thai dishes with an excelle,1.0
96554,,1.0
96555,Great Vietnamese in the 18th Good food for fair price,1.0
96556,Good and honest food Real Chinese food,1.0
96557,,1.0
96558,Excellent,1.0
96559,Good boulangerie pâtisserie around Bastill Fresh Tasty Pastries In The Early Morning,1.0
96561,Fantastic Italian Food in Paris,1.0
96563,Amazing food,1.0
96565,Metal Irish Pub,1.0
96566,Delicious chicken Barbecue chicken,1.0
96567,Good Good meal,1.0
96568,By far the best bagel in town You have to eat these Bagels,1.0
96570,,1.0
96571,Hot Dog Parisienne (female dog?) Good food great value,1.0
96572,,1.0
96573,Great bakery Great Pan Au Chocolat,1.0
96576,,1.0
96577,Cute Small but perfectly formed,1.0
96578,Authentic Cafe,1.0
96579,Unique ConceptYummy Best take away in paris,1.0
96581,Great food and friendly servers Chaotic,1.0
96583,Authentic chinese restaurant Old school,1.0
96584,Best Green Bay Packer bar in Paris Good option for watching sport and drinkin,1.0
96585,Quirky place Nice bistro au coin,1.0
96586,Awesome surprise,1.0
96588,Food Delicious and wholesome,1.0
96589,Paris Visit : 4x / Fresh Noodle Visit : 4x Good Asian food near Norte Dame area,1.0
96590,A fine introduction to Paris Nice spot enjoyable meal,1.0
96591,Wonderful lunchtime,1.0
96592,Great little Kosher place Great dairy coffee shop,1.0
96593,Excellent Korean food Fantastic place,1.0
96594,Jewel box,1.0
96595,NIce restuarant Impeccable,1.0
96596,Friendly and accommodating staff Nice and friendly,1.0
96597,Tasty If You Love Lebanese Food This is an Absol,1.0
96599,,1.0
96600,,1.0
96601,Great Business Lunch Authentic Greek and Cyprus Food,1.0
96602,,1.0
96603,good food very reasonable prices Very tasty and authentic Hong-Kong style f,1.0
96604,,1.0
96605,An absolute treasure--not to be missed,1.0
96606,Lovely neighborhood restaurant Quaint and fabulous,1.0
96607,Cute brunch place needs improvements A fun spot for all day brunch,1.0
96608,Great café,1.0
96609,,1.0
96611,Not fine diningbut still really enjoyable So Fresh so Good,1.0
96613,Dinner Cozy real italian restaurant off the beate,1.0
96617,,1.0
96618,Bon Ti Gou the place to go Exquisite,1.0
96621,No Mexican taste in this restaurant,1.0
96622,Good foodgreat ambiencefantastic sta TERRIBLE SERVICE,1.0
96623,,1.0
96624,A real Gem 5 Star Itallian Dining,1.0
96625,Amazing Shoalwater travellers From Perth Western,1.0
96626,Great Maubert take away Fantastic take away,1.0
96627,A great hidden local gem Good fresh food,1.0
96628,Great sushi Best Sushi in Paris,1.0
96629,GREEEAAAAAATTT  A rare sport wanna go ba,1.0
96630,,1.0
96631,,1.0
96632,Hidden treasure,1.0
96633,Great lunch for students Budget meal for students,1.0
96634,Great out-of-the-way find Tiffany is magnificant,1.0
96635,My NEW favorite wine bar in Paris Maybe the best new wine bar - wine list in,1.0
96636,A very Parisian Evening Dont walk in,1.0
96637,Late night stop Nicely Surprised,1.0
96638,Pleasant Breakfast Good find,1.0
96640,Good spot Nice neighbourhood joint,1.0
96641,Fresh inexpensive with friendly service,1.0
96642,Bogato gâteaux may be beaux but are they Buyer beware - unreliable,1.0
96643,Menu What a bargain LOL,1.0
96644,Good inexpensive snacks near the Pantheon,1.0
96646,Great fish poorly cut sushi roll Authentic Japanese cuisine but pricey,1.0
96647,Absolutely Perfect Small But Great,1.0
96648,Japanese Fast-food,1.0
96649,,1.0
96650,,1.0
96651,Ace food and great atmosphere Excellent jewish food,1.0
96652,Good Tasty homemade chinese cuisine,1.0
96653,Best Pizza in a long time and great friend Verry adorable place,1.0
96654,,1.0
96656,Very good neighborhood homemade cooking wi Became our local,1.0
96658,What was that? Best comfort food in the area ,1.0
96659,nice dinner Could have been that we just had the 3 wor,1.0
96661,,1.0
96662,Avoid it Cheery place for a weary traveller,1.0
96664,Best Indian food Too little effort,1.0
96665,A fantastic baking class for the whole fam Croissants and baguette class is great,1.0
96666,Hot and spicy  Nothing to write home about,1.0
96667,Great lunch Watch your stuff,1.0
96669,,1.0
96670,Good & decent basque country food Good value close to Dupleix Metro,1.0
96671,Pricey but delicious,1.0
96672,average restaurant,1.0
96674,Authentic and friendly Good service and Nice place for breakfast or late drink,1.0
96675,,1.0
96676,Practically Perfect Pizza in Paris The best italian food around,1.0
96677,Locals = Great A true Parisian Café,1.0
96678,Lovely modern Greek deli featuring gourme,1.0
96679,Casual spot for nice salad or sandwich and Delicatessen that stays open late to serve,1.0
96680,Authentic vietnamese food Dinner,1.0
96681,Best indian food in paris till now Authentic hidden gem :),1.0
96683,Family evening meal Only welcoming place on a Sunday night,1.0
96684,Nice staff and atmosphere Good portions,1.0
96685,Eat with Cordon Bleu students Food and Wine Pairing Workshop at Le Cordo,1.0
96686,Italian restaurant,1.0
96688,Consistently Good Decent Lunch,1.0
96689,Best value for money in the area A real gem,1.0
96690,Quick Bite Nothing Special Fast snack close to the trocadero,1.0
96691,Le DenBuono Decent food with rude service,1.0
96692,Excellent Restaurant Great food,1.0
96693,Great pastrami sandwich Charcuterie with no porc ? possible ,1.0
96694,Cantonese restaurant near République Restaurant standard,1.0
96695,Good place Full Menu Japanese,1.0
96696,Great atmosphere - fantastic barman - a mu,1.0
96697,a magical source for seeds flours nuts b,1.0
96698,Čevapi Made perfectly with delicious so,1.0
96702,Local boulangerie on Rue Cambronne,1.0
96706,An brilliant take away Perfect for Lunch,1.0
96708,Delicious Real French carribbean food,1.0
96709,EXKI IS EXQUISITE ,1.0
96710,,1.0
96711,Very good Great grill and sashimi,1.0
96712,Amazing selection and great service,1.0
96713,Quick and tasty Great place,1.0
96714,Good spot for a quick lunch Lovely wine and food,1.0
96715,,1.0
96716,Great place The bomb,1.0
96717,,1.0
96718,Great wine shop Experience at Les Petits Domaines,1.0
96719,Disappointing  Awesome aubergine,1.0
96721,Nice surprise Local simple good,1.0
96722,Lovely friendly excellent food and wine,1.0
96723,Off the beaten path worth the trip Great service and amazing wine by the glas,1.0
96725,,1.0
96726,,1.0
96727,Great Lebanese sandwiches but,1.0
96728,Excellent chicken,1.0
96729,,1.0
96730,,1.0
96731,,1.0
96732,Excellent afternoon tea,1.0
96733,Great flavour and friendly staff,1.0
96734,,1.0
96735,,1.0
96736,A change of pace,1.0
96737,,1.0
96738,,1.0
96739,Delicious Italian Food Best latte / cappuccino Ive had anywhere,1.0
96740,,1.0
96741,Great food,1.0
96742,Bio juices,1.0
96743,,1.0
96744,,1.0
96745,Good place to stop for a quick lunch,1.0
96746,Twinkle Little Star of Montmartre,1.0
96747,,1.0
96748,Unexpected,1.0
96749,Out of this world,1.0
96750,,1.0
96751,,1.0
96752,,1.0
96753,Best Greekin the world,1.0
96754,Delicious,1.0
96755,Tarte tatin - a golden  caramelized apple,1.0
96756,,1.0
96757,Excellent Soup,1.0
96758,,1.0
96759,So awesome Friendly owner/good drinks,1.0
96760,When in Paris you need to cleanse,1.0
96761,Our Favourite Bakery in Paris Quick service good food delicious pastries,1.0
96762,Delicious fresh and friendly,1.0
96763,,1.0
96764,,1.0
96765,,1.0
96766,,1.0
96767,nice,1.0
96768,Very fun place for a simple but fun wine a,1.0
96769,,1.0
96770,,1.0
96771,Late night bar,1.0
96772,,1.0
96773,,1.0
96774,,1.0
96775,,1.0
96776,,1.0
96777,,1.0
96778,,1.0
96779,An exotic restaurant in Paris A cozy restaurant hidden in Paris,1.0
96780,Great bar Awesome for a late weekend night,1.0
96781,Excellent coffee place Gem,1.0
96782,Just Amazing Thaï,1.0
96783,,1.0
96784,,1.0
96785,,1.0
96786,True parisian wine experience,1.0
96787,Delicious Brunch,1.0
96788,,1.0
96789,,1.0
96790,,1.0
96791,,1.0
96792,,1.0
96793,Local gem,1.0
96794,,1.0
96795,,1.0
96796,A Gem A Great Find,1.0
96797,,1.0
96798,,1.0
96800,Recommended,1.0
96801,Always decent and good value A very enjoyable dinner,1.0
96802,Good quality/price ratio Airplane food,1.0
96803,Nice little find Really good well priced Asian lunch spot n,1.0
96805,Fast and quality service Hotel Stay including Breakfast,1.0
96806,I expected more,1.0
96807,typical parisian eatery Lovely evening,1.0
96808,Excellent korean food very nice,1.0
96810,Good lunch inexpensive,1.0
96811,Great Authentic Restaurant,1.0
96812,My favorite cous-cous in Paris Excellent food and service,1.0
96813,,1.0
96816,The Best Hamburg of My Life quite simply the best burger in paris,1.0
96819,Very nice Indian food in Paris Great Indian,1.0
96820,Small restaurant good food and an intere Good Value For Money,1.0
96821,Excellent especially for quick lunch Excellency with a Kindness touch,1.0
96823,,1.0
96824,,1.0
96825,Best Moroccan food weve had Excellent Morrocan meal,1.0
96827,The chicken is great,1.0
96830,Modest ambience Fantastic food,1.0
96831,Busy with the locals Super bar You have have to go there,1.0
96833,perfect Terrible service in a very beautiful setti,1.0
96834,great co working place with delicious home Great atmosphere BUT,1.0
96835,Basque Cuisine Game Changer Very good Basque cuisine,1.0
96836,Public good at risk Where the locals go,1.0
96838,Awesome Good-Healthy-Quick,1.0
96840,,1.0
96844,Nice lunch So Welcoming Great Atmosphere,1.0
96845,Great surprise,1.0
96846,a supoer exprience with Korean food in Par,1.0
96847,You should come here Good,1.0
96850,Raining day breakfast Steak Frites and a Vibrant Atmosphere,1.0
96851,great value restaurante with quality food Very good Italian restaurant,1.0
96852,Great West African comfort food,1.0
96853,Croissant taste off My favorite bakery in Paris I go there ev,1.0
96854,,1.0
96858,Surprising and delicious,1.0
96859,Best place for breakfast Cute spot best crepes ever,1.0
96861,Great choices and great service Highly recommended,1.0
96862,the best,1.0
96863,Blissful chocolate Varieties of covered nuts with the oldest,1.0
96864,Very good Chinese food A great ramen joint,1.0
96866,One mans journey to Paris Great upstairs view,1.0
96867,Real dumplings Excellent food for being a hole in the wa,1.0
96869,A Proper French Local Bar worth the Visit FRANCE BEST KEPT SECRET,1.0
96870,Great service nice food and ambience Friendly welcome,1.0
96871,Great value Haché Parmentier  Shepherds pie  Ghast,1.0
96872,WARM WELCOME AND GOOD FOOD Average average average,1.0
96873,Cheaper Drink Loud DJ cramped,1.0
96874,,1.0
96875,A very special bar Late Night Show ,1.0
96876,Good food good people Delightfully refreshing & welcoming La Can,1.0
96877,delicious menu option,1.0
96878,,1.0
96879,Good food Delicious new menu,1.0
96880,An Incredible Restaurant experience Beyond the usual tourist experience,1.0
96881,Nice  relaxed comfortable spot for delic Yummy tapas,1.0
96882,Best banh bao Ive ever had,1.0
96883,Zen,1.0
96884,Night-Time Dazzler Best place to embrace Paris,1.0
96885,Excellent fusion food & photograph concept,1.0
96886,Very funky,1.0
96887,Adorable little find Interesting,1.0
96888,Really good for value Great pastry place that locals frequent,1.0
96889,,1.0
96890,Perfect Stop for a Cocktail We went back every night,1.0
96891,Swedish fika in a French idyll Charming Café,1.0
96892,Good food and real Persian ambiance,1.0
96894,,1.0
96896,The French Dining Room Perfect dinner,1.0
96897,Good food Expensive for what you get,1.0
96898,,1.0
96900,,1.0
96901,Charming hotel Location location location,1.0
96902,Food is nice but super rude waitress Surprised and delighted,1.0
96903,,1.0
96905,Nice atmosphere Great bar,1.0
96906,,1.0
96907,Good food in enough portion Very good place,1.0
96908,Great for lunch to go New Amazing salad bar/juice and more ,1.0
96909,Great pub,1.0
96910,,1.0
96912,Great street food with original flavour great spot for late-night take-out,1.0
96913,Great find Great local spot to eat and meet with frie,1.0
96914,delicious Cool place,1.0
96915,,1.0
96916,Grab a salad Fresh salad perfect for a hot summer,1.0
96918,Delicious cakes and pastries Stopped for dessert on the way back from t,1.0
96920,Step through the time portal Vive le Bidou,1.0
96921,a very nice place where to sit and observe sit and whatch,1.0
96923,Excellent restaurant Nothing Great,1.0
96924,Treasure trove of wine beer and craft bee,1.0
96925,Visited twice  Dinner and brunch next day Very good three course meal,1.0
96926,Very good  Quiet place good food,1.0
96927,Perfect Very good products but a bit pricey,1.0
96928,Love this place I ate there everyday of m,1.0
96929,,1.0
96930,Nice and easy What a wonderful find,1.0
96932,,1.0
96934,,1.0
96935,Nice Vietnamese cuisine,1.0
96936,Fully satisfied Really really tasty,1.0
96938,Quaint Food is good very nice place Recommend,1.0
96940,Excellent Authentic bubble tea,1.0
