,reviews.text,sentiment
8759,Defective and cheap. Only a third held any charge and those died super fast.,negative
8760,"We must have gotten a defective lot, because these have caused every fire alarm in the house to sound within days of installing these batteries. Too late to return. So much for 10 year shelf life.",negative
8761,"I put two of these batteries in my wireless mouse and in less than two hours use, they had burned up. The mouse quit working and I went to check the batteries and they literally burned my fingers trying to get them out. I will throw the rest of them away and NEVER buy these again.I know I'll never get my money back. I'll just write it off as a lesson learned.",negative
8764,"These batteries wore out much too quickly. I almost replaced the weather station after it went through 2 sets of batteries in about 1 month. Luckily, something else with the same kind of batteries burned out the same day and I realized that the batteries were bad, not the electronics. .",negative
8765,DID NOT RECIEVE AA I only recieved Cbatteries!,negative
8767,"I have no idea why these batteries are reviewed so well. I used them in a small LED keyboard light for my computer, and I had to change them weekly. Sure you get more batteries for less money, but in total I think you'd be better off buying a quality brand.",negative
8768,died quick,negative
8769,these suck! They run out in literally just a few days. I have used several sets of these for my AC thermostat which is battery powered and the thermostat died every few days when using amazon brand batteries. using Duracell or energizer - they last for at least a few mos. I will never buy amazon batteries again. You get what you pay for.,negative
8770,these batteries died very quickly when compared to energizer or Duracell. Spend a little more and get a lot more battery life.,negative
8771,"the last time i had batteries go dead so soon were the ones i purchased at harbor freight.. i had to change the batteries in a comcast remote every 2 weels and in my digital camera , without the flash after 20 shots..",negative
8772,Cheap price but they sure don't last very long. I won't buy the Amazn brand again.,negative
8773,Disappointed by the amount of time these batteries lasted.,negative
8774,Does not turn well at all. Will be returning it,negative
8775,Don't bother. The AA's I bought got remotes last a third as long as everready batteries.,negative
8776,"Worked for one day, then stopped working. Can't tell if it deterred any cats because it only went off when I walked by, but didn't register the cats when they jumped on the counter.Would not recommend.",negative
8777,These things do not last very long either in the product they are powering or on the shelf. The ones we had on our shelf were not even good to use after 4 months of sitting.,negative
8779,These batteries do not last long at all as compared to Energizer. After 4 days of use they were no good anymore. The Energizer batteries have last me two weeks so far when using for the same thing. I will be using far more batteries so it really isn't a money saver. Disappointed!,negative
8780,"I am disappointed with this purchase. I purchased these for my Dad, delivered to him in October, 2015. I am visiting, and just opened the brand new package, and inserted 4 of them to run his blood pressure cuff. The machine worked, but the battery indicator showed low, I switched the batteries with other brand new amazon batteries - same reading. Then I switched with another set of name brand batteries, and the battery indicator showed high/full. If I was home, I would have used my battery meter. No 10 year shelf life - not even a 10 month shelf life. Amazon, I am usually one of your biggest fans, but not this time.",negative
8784,DOA. Had to replace with other batteries. What a disappointment. Threw them away. :(,negative
8785,I got a bad batch. 4 of them arrived dead. I would have sent them back but I missed my window.,negative
8786,"I've bought a lot of AmazonBasics batteries, and nearly all of them have been more than half dead on arrival. My remote controls won't even work with the brand new batteries in place. I won't be buying these again.",negative
8793,It doesn't work with my Amazon wireless mouse,negative
8794,"Don't Buy! I thought it was a great deal initially, but these batteries are drained SUPER QUICKLY. I have one in my wireless Logitech mouse and I have had to replace the battery 4 times since November, that is 5 batteries in 2 months that is ridiculous! I have started buying the Duracell ProCell Batteries, I am having much better results.",negative
8795,"These straight up don't work. I have put 6 different, brand new batteries from this pack into a controller and none of them have worked. Steer clear.",negative
8799,Great deal price wise but don't seem to last very long at all. So really not a good deal at all. Would not buy again.,negative
8801,"This is my 2nd time ordering them and even though they arrive very fast and nicely packaged, these batteries only last about an hour and a half on my son's toy train.",negative
8802,I don't know why but these things don't last long. Maybe I don't know anything about batteries and there is certain number I should be looking for to determine the life span. I ended up going through these quickly so I could probably just buy the expensive ones and get the same life rather than keeping on purchasing these.,negative
8805,These batteries don't last half as long as the RayoVacs I usually get.,negative
8807,"Disappointed... In my handheld Microsoft wireless game controller these last about 1 week. Duracell/Energizers last 3-4 weeks... Amazon needs to select a higher quality re-branded battery to sell as Amazon Prime. Amazon could dominate this market by simply selling, close to these prices, a 5 longer lasting battery than Duracell. DON'T PUT THESE IN ANY EMERGENCY DEVICE... like smoke detectors, emergency flashlights and radios.",negative
8810,"These batteries are supposed to be 1.5 volts. But I opened and tried to use them as soon as I got them and had problems.I checked the batteries and they only had 1.25 volts upon delivery and of course they are non returnable.Don't waste your money on these, go ahead and pay a little more and get the popular name brands.",negative
8811,"Won't buy again, I replaced batteries in my smoke detectors with these less than two months ago, replacing again with Duracell. The last Duracell batteries lasted almost 3 years in the same detectors. Don't waste your money on these, spend a little more for a good product.",negative
8812,"Awful. Bought these specifically for my very small milk frother, these batteries can barely power the thing! I used whatever name brand in the frother before this and it ran full blast. But with the Amazon batteries, it gets up to like medium speed and doesn't even last 1/2 as long. Will never buy Amazon batteries again.",negative
8813,"Very, very, very difficult to turn on and off, not sticky enough and kept falling down, complete waste of money.When I could get them on and they were sticking, the lighting effect was very nice however, the quality of the product was zero.",negative
8814,The original Amazon Basics in the solid silver wrapping were great. These seem to have about a half life of those. Wouldn't recommend for use.,negative
8816,Worst battery I have ever came across. Don't use for children's toys leaks battery acid. Had in my daughters mobile and the batteries only lasted 4 days when any other battery lasts a month and when I replaced them this morning I found they leaked battery acid all over.,negative
8817,"Bought a, c d 9v batteries in April the AAA seemed fine but went to replace them 4 backs dead. I tried 5th pack and they worked. I will no longer be buying batteries from Amazon you can not count on them. I had d didn't work I hope 9v work. Some of these where for fire alarms not long lasting or don't workUsed c batteries they lasted 12 0f a CD Amazon batteries are horrible",negative
8819,"I've used theses batteries in several devices now, and they always run out of juice much faster than typical AA batteries.",negative
8820,I've only found 2 out of the box that have lasted longer than a week!,negative
8822,Not very long lasting batteries....,negative
8872,Good price but batteries don't last long compared to other brands,negative
8874,"Went cheap...got cheap. DO NOT BUY. Went to pack for an upcoming trip and noticed brown stuff all over. I was storing the batteries in a separate case (which is now ruined). Thank goodness this wasn't in any if my expensive scuba or camera equipment. Never had other brands do this. Always store batteries outside of equipment anyways. Totally bummed. Shame on you Amazon. Get out of the battery business. I buy A LOT on Amazon... ALOT, but no more batteries.",negative
8877,"The advertisement promises a 4 channel boat. It is not - only one channel. Consequently, kids can't play simultaneously with more than one boat (which was the reason I bought several). Simple false advertising. The main reason I bought this model over others was that it was promised with multiple channels.",negative
9934,"These batteries are junk. Some of the new once have no more power than the once they replaced. If they are good, they ware out very quickly. I don't like to make negative reports, but these are so bad!",negative
10335,These are so wasteful!! Rechargeable batteries are so much better!! The Amazon rechargeable ones are awesome!! And you can use and reuse and recharge and reuse them again and again and again and AGAIN!!,negative
10336,They are bad batteries. Not long lasting at all,negative
10337,Don't last very long,negative
10974,they dont last as long as the higher end rechargeable do or the regular batts do. I would say about half the time.,negative
10996,"I ordered these mainly to use in a set of small LED flashlights. I tried the batteries in three different flashlights, but they didn't work in any of them. I double checked polarity and they were correctly installed. I tried them in a different device didn't work in that either. Amazon sent me a second set free of charge. They still didn't work in any of the flashlights but did work in a remote control and a toy. (I tried a different brand of batteries in the flashlights and they worked fine.) So it was hit and miss with these AAA batteries--2 sets of them. I've used Amazon AA with no problems.",negative
10997,"Unfortunately, some of the batteries seem to be duds. I have replaced dead batteries with these, only to still have a dead remote. Great price, but I now know why...",negative
11001,"absolute garbage, noteven a 1/4 of the battery of a regular energizer, dies so quick, tested, compared for months, sorry Not worth the money atany price, except maybe free.",negative
11007,"I purchased these to try because I needed so many for my Christmas village. Withing 24 hours some of the batteries died so I turned off all of them so I could at least have them on for Christmas. I am very disappointed in them, had to go out and purchase more of the copper top ones which last weeks and weeks to keep my village lit for the holidays. I will not purchase these again.",negative
11017,I purchased these batteries because of the price and the backing of Amazon. I figured Amazon wouldn't put their name on a poor product. I used 12 of these batteries in an application and all 12 failed within a few days. Other batteries lasted months. For now I'll stay away from this product and fork out a few more bucks for a battery from a main stream manufacturer.,negative
11021,These battery only last a few months in my dish network remote controls (have 10 of them). Duracells last over a yearI will no longer purchase Amazon batteries. Disappointed,negative
11025,"I have never had problems with the Amazon brand batteries before until this time around. I use these for battery operated candles and normally 3 AAA batteries will last in my candle a couple of weeks on a timer. I replaced the batteries 2 days ago with these batteries in 3 separate candles and all three candles do not work less than 24 hours later. Not sure if this batch was defective or not, but I won't risk spending the money and buying them again to not have them work.",negative
11042,"Sorry Amazon, I love you, but these batteries are terrible. They don't last long at all. Reordered before I realized that they peter out in short order. They have failed in every application requiring batteries. Unfortunately, their made in Indonesia. Wasn't putting them in the China slot immediately but have no choice to do so. Applications referred to are, tooth brush, remote controls, motion lights, etc. Purchased, AAA AA with no difference in performance. I enjoyed the idea of being stocked up on quantity, but the quantity doesn't replace quality. Won't be ordering these batteries again. But will be shopping for a superior product.J.MAC",negative
11044,"I had high hopes for these and very surprised at alt he high rating. I must have received a bad batch. This is a large qty and 6-8 months after purchase, using these batteries and they are no good. I figured they just wore out since i did not use them. Very disappointed and a good 20+ are trash. Real bummer.",negative
11046,"I purchased the AA batteries for my Nest smoke detectors. The batteries that came with the Nest lasted for a couple of years, so I expected similar performance from the Amazon AA's. In less than 2 months after my purchase, the Nest indicated that they had to be replaced again. This product is not to Amazon's expected standards. I will give it a miss.",negative
11050,"UPDATE June 2016Batteries do not last long at all. I am using mostly for wireless mouse. 1 battery last approx. 2-3 weeks. In my humble opinion, that is terrible. I retract my previous review.PREVIOUS REVIEW:Fantastic price, wonderful reliable product. I am a tried and true believer and purchaser.",negative
11052,"This is the first Amazon product I've purchased. I thought that batteries would be a good first try since there really can't be much difference between alkaline batteries.I am a working musician teacher. I sing with a band and use a Shure Wireless Beta 58 mic. A normal set of alkaline batteries last about 7-8 hours in my mic. The first gig I used these with was about 3 1/2 hours with the mic on and by the end of the gig the light on the mic showing battery was showing that the battery was about to die. I was just lucky that it lasted long enough for the entire gig. Usually I can get two full gigs out of an alkaline battery. Just as a comparison, I usually buy the cheapest boxes of batteries at Lowe's. Those batteries are only slightly more expensive than the Amazon Basics and last twice as long in my mic.I can't say how these batteries work in other things, but I can say that for what I use them for they are a big waste of money. I would rather use batteries that cost 15-20 more and last twice as long.",negative
11053,WHAT A HORRENDOUS PRODUCT. I THOUGHT THAT BEING FROM AMAZON IT WOULD BE GOOD. WRONG!!!! IT'S STILL CHINESE FIRST.LASTS NOTHING (2 WEEKS IN MY COMPUTER MOUSE). DISASTROUS DISAPPOINTMENT. FIRST TIME I AM LET DOWN BY AMAZON. PITY! I GUESS I SHOULD HAVE BEEN MORE CAREFUL AND LESS GULLIBLE.,negative
11062,These batteries were expired dead when they arrived at my house. I was very disappointed.,negative
11065,DID NOT LAST LONG,negative
11072,I'm a huge fan of amazon so I figured I'd give these a shot. These have no life whatsoever. Even something as low-power as tv remotes they only last about 2 weeks tops.Spend the extra money and go with name brand.,negative
11077,I probably wouldn't buy these again. Each set of 4 batteries is individually shrink wrapped and very difficult to get apart. I'm sure batteries are fine if you don't mind the packaging.,negative
11090,"Dont last long. I thought because they had the AMAZOn name they would be good, but they are no better than other generic batteries.",negative
11102,You get what you pay for. They do not last very long at all. It's better to buy Duracell.,negative
11120,Maybe I received a defective batch but these are so bad.No longevity at all. Used up within 2 weeks whereas the branded ones last 2 months!I will not purchase them again regardless of the lower cost.,negative
11124,You know these are just ok. They done last as long as the Copper top batterys.,negative
11125,"Don't seem to last as long as other batteries, you get what you pay for.",negative
11130,"I used these to replace the batteries in my digital safe. A week or two later I needed to access something from the safe, but it wouldn't open. I was sure I was entering the right code, but the safe just beeped and didn't unlock. I didn't suspect the batteries right away because they were still almost new. But eventually I plugged in a different brand and that's all it took the get the safe to work properly again. It was a big relief, and interesting to find out that AA batteries aren't all created equal.",negative
11149,"WHAT THE HECK! I have a SERIOUS issue with these batteries! I put them into my Amazon FireTV remote which kept draining batteries, and within a few minutes it quit working and gave up, thinking I had a bad remote. A few days later when I opened the case the batteries were had leaked all over the compartment.Just NOW, while typing on my keyboard, several of the batteries were sitting there next to my keyboard. I heard a hiss and felt a jet of air hit my right hand and I started coughing and choking on whatever the heck it was that came out of the battery.I'm throwing these away and will never trust this brand again.",negative
11150,Every single battery leaked battery acid after the first few charges or uses. Some while in the device it was powering and others while in the charging station. I thought perhaps it could be the charging station I was using so I purchased another brand but it didn't make a difference. I also never left the batteries in the charger once they were fully charged. This happened with the AAA batteries I purchased as well. And when I say leaked battery acid I'm talking about literal puddles of acid that would pool under the charging station or begin leaking from the device. I had to throw away a few children's toys as well as an xbox 1 controller. The skin on the tips of my fingers peeled away a few times as well from overexposure to the battery acid after having to clean so many surfaces and devices from it getting everywhere. Please don't buy this product They are completely ineffective and its simply an unsafe product. All in all purchasing these batteries cost me around 100+ in having to buy replacements for the devices they ruined.,negative
11151,"Bought these March 2015. It's now Feb 2017 and my son said his toy lightsaber had just stopped working. Opened it up and batteries have leaked causing corrosion to contacts. No longer works, even with new batteries. It's not a very expensive toy, but the 1 most important aspect of a battery is that it not leak. What's the point of saving a few dollars on batteries if they are going to ruin something much more expensiveWith major brands, you can send in leaked batteries and device for repair or refund. Although I've never done thisThe version I bought were silver and green, so perhaps they have changed.Leaked batteries had 1.46,1.46,1.25v respectively.",negative
11152,"A day or two after these batteries arrived, I installed several of them in toys and our small keyboard (which also has A/C power). The next morning, my son called me into the living room, Mom! There's chocolate sauce all over the 'piano' and the table. It wasn't chocolate sauce. It was battery acid. As he said, good thing I didn't taste it!For what it's worth, the keyboard was plugged in, and it had not been turned on or played since the batteries were installed. The five new batteries were in place for about 18 hours before the leak was discovered.The green seal fell off of two of the five batteries as I removed them from the compartment. The acid left a 2 stain on my table.The other batteries that I installed that day still seem to be okay, although I've developed a paranoia about checking them! I have used Amazon batteries in the past with no problems, which is why I'm giving 2 stars, instead of 1. The attached photo shows the rings that fell off. (I wish I'd taken a photo of the puddle they left on the keyboard and table, but I was too focused on clean-up to stop and take a picture.)You'll also note that these batteries are darker in color than the product image that is currently shown. They came this way, and I'll use that difference to keep an eye on their performance/durability.",negative
11153,"I like these batteries, but a couple of times now after putting them in I have opened up the compartments to find battery acid leaking out inside, I figured it was just a one off, but it has now happened several times, I am reluctant to use them anymore in case I damage items",negative
11160,I ordered these thinking they were rechargeable (I recognize the error on my part but that is not my complaint here) .. so when I received them and used them I was not surprised that they died VERY quickly. Upon attempting to recharge these I figured out they aren't rechargeable (Once again big duh on my part)..Now I'm seriously surprised that I'm only getting a few hours of use out of them!! like a quarter of the use that a typical battery should offer. Horribly disappointed.. I will go back to the name brand batteries for sure.,negative
11208,"Been using Amazon AA and AAA batteries over the past 6 months in a variety of electronic items and have found that they do not last as long as higher quality, higher price batteries. I guess you get what you pay for!",negative
11211,"I am extremely disappointed with these batteries, which stems not from longevity or power, but with fit. Almost immediately upon receiving them I installed them into three electric candles. No joy. I cleaned the contacts, still no joy. I tested the batteries, full charge. Just for grins, I installed into one candle three Ray-O-Vac brand batteries, and the candle lit with no problem. Removed the Ray-O-Vacs, installed the Amazons, and again, no joy. I repeated this a couple of times with the same results. And I tried this in the other two candles with identical results: All three candles lit with the Ray-O-Vacs, none with the Amazons. Knowing the issue was not with candles, I took a Ray-O-Vac and lined it up with an Amazon, and discovered something interesting: the batteries were just a wee bit different.The length of the positive terminals are different, just a tad longer on the Ray-O-Vac (see picture). The Ray-O-Vac terminal is taller (longer) while the Amazon terminal is squat-tier and therefore shorter. The difference in length is tiny, no question: but when you're putting batteries into a rather cheap device to start with, that tiny bit of length in this case seems to be the difference between one battery forming a sufficient connection and the other one not. I'll keep the Amazons to use in devices (mice, for example) that are likely more solidly built than these candles and have a greater connection tolerance (or a stronger spring) to hold the battery firmly in place. I am concluding that when replacing batteries in an older device (that may not force as firm a connection) or in a cheapo device that may not hold batteries tightly from the get-go, use a branded-name battery.I am a longtime and extremely satisfied user of Amazon Basic computer cables (among their first products in the Basics line), but was recently disappointed with another item I purchased outside of the computer connectors and cables line (that being dog house-training piddle pads, which have not proven as absorbent as similarly-priced products, and I've bought a lot of different brands). The batteries were my second foray into Basics product lines outside of the oh-so-dependable-cables arena, and now I'm 2 for 2 in the disappointed column. I never thought there was a difference in batteries, and now I know differently. The next time I see a Duracell commercial emphasizing reliability and dependability, I'll think back to this experience, as I will when selecting batteries in the future. I so wanted to like these Amazon batteries, too.",negative
11213,"May have been a fluke, but these lasted not even 10 minutes in two very different devices - a kid's toy and wireless mouse. Will just pay extra next time for brand name batteries.",negative
11214,I bought them to go into a flashlight. They never lasted more that a few hours and got really dim. maybe good for things like remote controls,negative
11215,"Lasted one month in my carbon monoxide detector. Maybe these are good for other applications, but disappointed with their performance.",negative
11218,Bummed. These batteries do not last long! Good for things like a clicker or something that isn't used often but we used these for Xbox one controller. With maybe 2 hours usage a day I've had to switch them out once a week.,negative
11220,They don't last as long as other batteries. The Rayovacs that I get from Lowes are way better.,negative
11236,"SAVE YOUR MONEY. Buy the name brand. I have a bathroom light that uses 3 AAA batteries. I typically get 6 months out of it with regular batteries I get roughly a week out of it with these. Sure, they are cheaper but you will buy them 4x as often. Worst Amazon purchase thus far.",negative
11243,Put together mobile but it refuses to turn. Kind of pointless. Next time would spend a few more dollars and get something more sturdy and reliable.,negative
11273,I wanted solar batteries.,negative
11279,These batteries do not last long. I put some in a portable can opener and was able to open about 10 cans.,negative
11285,"They were duds. I bought them before christmas so I could stick them in the toys and not one worked. I tried them on other items to make sure it wasn't the toys and not the batteries . Nope , it was all of the batteries. I only give one star for the reason I got them on time ....now I have a box of triple a batteries that don't work . so glad I caught that before christmas or I would have had disappointed children on christmas.",negative
11286,"3/4 of the package have been duds. Lasted about 15 minutes. Now I get to go to the trouble to return them. When you shop with Amazon, it's to save time. This defeats that purpose.",negative
11290,These batteries did not even last a day with some LED lights we used. I do not recommend these to anyone. Go with a good brand name.,negative
11292,These batteries leaked into my mouse and killed it. Not cool Amazon.,negative
11293,Certainly not as good as Duracell. Some are very good........ others go bad in as little as two weeks. I put 3 in a plugged-in weather radio to serve as battery back up. Got a message that batteries needed replacing after only 2 weeks. A battery tester confirmed that they should be replaced. I guess I will go back to the Duracells.,negative
11294,"Bought these for my digital camera based on a semi-professional review. Each set of 2 lasted less than an hour in my camera. Have used other brands of regular AA batteries and they have lasted much longer. If it's cameras you're buying them for, DON'T WASTE YOUR MONEY.",negative
11296,These worked for about a week. Then started leaking and just stopped working. I ended up throwing them away. I even had to throw a string of lights out because of the leaks of batteries.,negative
11297,"ehh...they run out of charge very quickly....its honestly bad for the environment. they do seem to be a bargain but a brand name might come in a smaller quantity but will last longer than these..update 1: these batteries pack's have 50 working(short term) and 50 non-working batteries...I brought multiple battery packs and all have batteries that don't work.In my estimation, i think these batteries are not worth it.",negative
11298,Good Value but they dont last very long,negative
11299,I will not purchase these again. They last about 1/2 the life of the Duracell ones.,negative
11300,"These are not comparable to Duracell. I have been running around changing batteries everywhere, remotes, clocks, battery-powered soap dispensers. All the dying batteries are the lame Amazon basics. Bought duracells at Costco. They probably last twice as long. I bought these to get free shipping on orders over 35. Don't do the same. It's not worth it. Very disappointing.",negative
11302,I thought from the reviews that I had found a really good battery for less money than I usually paid for DuraCell but I was wrong. I put these in a my battery operated Halloween decorations and they lasted exactly 3 weeks on a 4 hour timer mode. The pumpkins where I used DuraCell are still glowing brightly. Guess it's back to the other brand for my battery operated Christmas decorations.,negative
11303,These batteries don't seem to last quite as long as regular brand name.,negative
11305,Not suitable for toys. Drained within just a couple of days.,negative
11308,"I've used 10 so far, 4 in a wire less mouse and had a short life , comparing them with Maxwell batteries I used before.",negative
11309,Not happy with quality. Do not last very long in various devices.My guess is that milliamp hour ratings are very poor/low.I have used many of these batteries in a short time span compared to Duracells.,negative
11310,"About the same as Ray O Vac, not very good.",negative
11311,These batteries were horrible. They died with a couple of days use. I figured since they were Amazon brand they would be good but I was mistaken. Sorry I would not recommend these to anybody.,negative
11312,Not worth a crap don't waist your money. I purchased these for under cabinet lighting and they hardly have enough power. The light is way more dim than other batteries.,negative
11313,"This batteries didn't last very long in anything we used them in (clock, toy, flashlights). Would not buy them again.",negative
11314,They simply do not last very long. Not worth the money.,negative
11318,"Overpriced, works about the same as raovac.",negative
11332,Batteries die very quickly. Spend the extra for better batteries.,negative
11340,a few in the lot didn't work at all.,negative
11341,All were dead,negative
11342,almost most of the batteries drained out in 1 or 2 weeks with moderate use,negative
11343,Alot of the batteries were dead or very weak,negative
11344,"Bad quality, many of the batteries were blank, not charged. Some only lasted for a week or so.",negative
11345,Batteries are awful. Might get 1/4 the life other batteries Ive used. Will not be buying Amazon batteries again.,negative
11346,Batteries did not last more than two days,negative
11347,batteries didnt even last one month...very dissapointed,negative
11348,Batteries must be old don't work!,negative
11349,"batteries used primarily for remotes, batteries last for about 1 month",negative
11350,BRUTAL! THEY DONT LAST LONG AT ALL!,negative
11351,Dangerous,negative
11352,Die way too fast,negative
11353,Do not last near as long as other 'off brand' batteries,negative
11354,Does not last as long as the good batteries,negative
11355,don't last long. Replace batteries in my clock almost every 2 months.,negative
11356,Half of the batteries received were dead and there is no replace option.,negative
11357,Horrible batteries. So far every battery we have used hasn't worked!!!,negative
11358,I updated my credit car d more than six weeks ago. I won't bother you in the future.,negative
11359,I was missing a pack of 4 batteries when I opened the box today. Not impressed.,negative
11360,I'm truly disappointed with these batteries,negative
11361,Inconsistent. VERY short life.,negative
11362,Junk wont charge,negative
11363,Just what I needed - thank you,negative
11364,LOVE THE BATTERIES.THANKS,negative
11365,never again. don't last. especially short life in cold weather.,negative
11366,No good...worthless. I have no use for them.,negative
11367,None of the batteries work,negative
11368,"Not universal. Did not work on garage door opener, given as gift but now cannot return.",negative
11369,poor quality,negative
11370,Returned for later purchase,negative
11371,Run down very quickly!,negative
11372,should buy duracell,negative
11373,Terrible battery life!!!!,negative
11374,That's crap,negative
11375,The package was open and missing two batteries.,negative
11376,These batteries are absolute garbage. Very little capacity.,negative
11377,"These batteries are awful, have no power and die fast",negative
11378,these batteries do not last long and we have quite a few that are leaking..,negative
11379,these batteries do not perform as good as the cheapest ones on the market.,negative
11380,These die way too fast.,negative
11381,These suck. Had for a week. Stopped working. Garbage.,negative
11382,theses batteries don't last very long not worth the money,negative
11383,they are terrible,negative
11384,they do not last at all would love to get my money refunded.,negative
11385,They paired these with a order that uses AA,negative
11386,Total crap. Batteries last for minutes.,negative
11387,Used these for 2 insta bulb lights purchased from here also and they last about a week. Crazy!!!,negative
11388,"Utterly worthless, no staying power.",negative
11389,Wore out way to fast,negative
11390,Worst battery I've ever used. Lasts 1/3 as long as eveready!!!,negative
11391,Wrong Item,negative
11396,Do not leave these batteries sitting on a dresser... or pretty much anywhere you don't want battery acid leaked onto. We took the batteries out of our remote at night and woke up to our brand new 3500 dresser ruined. Awesome.,negative
11397,Ordered these batteries along with a wall mounted mirror. Upon inserting these batteries the light did not work. Thinking something was wrong with the mirror. I decided to go to Target and buy more batteries. Replacing your batteries my light now works. I would return them but the return date was past due. Thanks for your time.,negative
11399,I received these batteries today and looked at the date after reading another review and the batteries are 4 years out of date. Please don't buy these.,negative
11403,There were 2 batteries missing from the pack. Just annoying enough to write a bad review. Not annoying enough to do anything else about it...,negative
11404,This pillow is made of memory foam but it is rock hard. It actually made my neck pain worse. The reason I'm giving it two stars instead of one is that the fabric feels nice and seems well made. This may work for some people but not me.,negative
11405,These batteries are actually falling apart before we use them. They are junk,negative
11433,Poor life. Buy a known brand.,negative
11434,Batteries seem to have very short life.........,negative
11435,"Multiple batteries leaked, ruining one toy and causing messes in other items. Poor quality.",negative
11441,"I have had mine for about 6 months, now 2 won't last mare than a week in my TV remote. Pretty annoying!",negative
11445,price is good... look good on paper.. some i have are bad.. after few times use .won't buy again unless quality goes up..,negative
11469,These last about 5 hrs in a roku remote using the headphones. Really disappointed in how long they last.,negative
11473,Both packs were useless. Confirmed low charge with multimeter.,negative
11489,These run outmuch quicker than the Rayovac Ultra and cost the same...,negative
11490,"Given its price, probably makes sense but doesn't last very long even with lower power usage or lesser used devices. I'd spend few dollars more and buy Duracell pack from Costco.",negative
11501,"The scale arrived earlier than expected, and came packaged nicely. No visible damage on the box, so I was excited to test it out. The scale came with batteries, which was very convenient. However, upon turning on the scale, I discovered that the entire lower line of the display failed to light up and change (I.E: an 8 looks like an A, 3 looks like a backwards F). Other than that, this scale would have been fantastic. One thing to note, the weighing platform is not silver itself, but rather appears to be a silver plastic.",negative
11502,Second purchase of an amazon battery product and just as disappointing as the first. Batteries don't last very long and they quickly leak battery acid. Installed for less than 1 year and already leaking in two separate devices stored in different conditions. Will never buy amazon batteries again. Definitely not worth the few dollars saved.,negative
11511,"Asian products are infamous for their low quality, failure, and or harmful nature. These batteries produced in Indonesia live up to that reality. Out of ten batteries I finally found four that had enough juice to power the piece of equipment I purchased them for. Had I know they were made in Asia I would never have purchased them to begin with.",negative
11512,short battery life,negative
11513,"Lasted for barely any time at all. I have no idea why some batteries last longer than others but I can attest that these were stored in the exact same condition in our home as another brand of battery and the Amazon ones lasted for far less than half the life of the namebrands. I'm always willing to give Amazon products a try, but these batteries left a lot to be desired.",negative
11514,These batteries do not have a long life.,negative
11516,Batteries last about a week in a wall clock- name brands last six months. Don't waste your money.,negative
11517,"We have been extremely disappointed in these batteries. Put them in our game camera and they were dead after two weeks. Should have lasted two or three months. Same thing with everything we have used these batteries for. Don't waste your money, Buy Duracell instead.",negative
11518,"I bought these several months ago. I use them for Xbox One controllers. Using Duracell batteries I get roughly 20+ hours out of 2 AA.With these Amazon ones, after about 6-7 hours I start getting low battery notices, and unlike the Duracell that I get a few warnings with, I only get one shortly before losing all power. Stick with the name brands, I tried these generic ones and regret it.",negative
11519,"So at first I was happy, but my computer mouse started flashing red (low battery) about a week of having the new battery. Not impressed with battery life, but it works short term.",negative
11520,"Shortest battery life I have ever experienced, using a Microsoft BlueTooth mouse that I have had for years, and have never experienced a shorter time between changing batteries than with these Amazon batteries! Duracell even Energizer or Maxell are far superior given my long decades of experience. Bah Humbug to Amazon on this one.",negative
11521,"I don't know if I got a bad batch, but I'm getting less than two week's of use when I use them in my Baldwin Keyless Deadbolt (https://www.amazon.com/Baldwin-8252-AC1-Cylinder-Electronic-Deadbolt/dp/B00441UCY0/) which takes 4 AA batteries. The Duracell Alkaline usually last 2-3 months, so I'm pretty appalled at how short these. I'm in San Francisco and it doesn't get that cold so I don't think that's the problem.I've tested the batteries with my tester (https://www.amazon.com/dp/B005G7SBY4) and it indicates they are good and in the green, yet won't drive the deadbolt.When I took the weakened batteries out of the deadbolt (that still show green) and put them in my headlamp (https://www.amazon.com/Fenix-HL23-Headlamp-XP-G2-FENIX-HL23-XP-G2-GOLD/dp/B00SH08UXY/), they only give about 20 minutes before they completely die.",negative
11548,not long lasting move on pay more get more,negative
11549,"So, I now have an angry 2 year old. A broken new toy. And batteries that I cannot trust. I put new batteries in the toy and it stopped working a couple days later. I opened it up to find some batteries leaked also ruining the toy.Edit: Amazon has made since replaced the batteries for me.",negative
11553,Some batteries worked okay. I just had a problem where a new battery worked for a week and then there was no charge. Not worth the price.,negative
11554,"For the price and quantity I was sure this would be a great buy. Sadly, not all of the batteries worked. I first thought the camcorder we purchased was defective but when I swapped out the fresh, new batteries for a second round of fresh, new batteries from the same package the device magically came to life. Boo to you Amazon for selling batteries that don't actually work.",negative
11556,These do not hold charge for long.,negative
11559,"Update 4/30/16:I've been trying to use up the last of the batteries and two more have been found leaking acid since the previous review. I didn't want to just throw them out but at this point is isn't worth the mess and damage to devices.Original Review:Bought two packs of these on subscribe and save in the last couple months. We play laser tag and the guns require 6 batteries each so I thought this would be a good source of cheap batteries for our 8 guns. I put these in about a week ago after having the batteries sitting on a shelf for a couple months. We played a game and then put the guns up. The next time we played ( about 3 days later) I noticed an oily liquid running out of one of the guns. The battery was leaking acid and it had run out of the battery compartment and was all over the outside.I get that it happens to other batteries as well, but that's usually after sitting in a device for months, not a few days. I would not trust these in anything expensive...and take them out immediately after use. I won't buy again. Sorry, no pics...I was busy cleaning up the mess.",negative
